text,created_at,author_id,id,conversation_id,source,possibly_sensitive,in_reply_to_user_id
I totally agree!  I tell Ts all the time all academic areas can be taught through the lens of science!  And it would give context to the learning which is so extremely important #NGSSChat https://t.co/PGupnmXVwz,2021-03-19T01:22:18.000Z,58503767,1372720048754802691,1372720048754802691,TweetDeck,FALSE,NA
A2 I’d like to see more focus on WHY and HOW to think scientifically rather than WHAT should be taught #NGSSchat,2021-03-19T01:22:11.000Z,238766899,1372720021676437505,1372720021676437505,Twitter for iPhone,FALSE,NA
#ngsschat A2 Willingness of teachers to inquire and learn with students and then summarize the learning,2021-03-19T01:21:40.000Z,123921643,1372719889346138113,1372719889346138113,Twitter Web App,FALSE,NA
Just had this convo today. I actually think we need to consider flipping from integrating with ELA to ELA integrating with sci. Both are important. How to change the narrative? #ngsschat https://t.co/093ODOSXGz,2021-03-19T01:21:39.000Z,2718047144,1372719887718752264,1372719887718752264,TweetDeck,FALSE,NA
"A2: The biggest challenge is to acknowledge &amp; dismantle racism. If we do not reconcile that, trust will never be built/restored &amp; the most at risk for impacts of climate change, pandemics, etc will not be able to live freely to fully explore and pursue science. #NGSSchat",2021-03-19T01:21:34.000Z,40062074,1372719864155140097,1372719864155140097,Twitter for Android,FALSE,NA
Love these Ted!  What a huge difference the combo would make! #NGSSchat https://t.co/Wu91QEk3Tj,2021-03-19T01:20:48.000Z,1449382200,1372719671909179397,1372719671909179397,TweetDeck,FALSE,NA
"@krademaker Sad, other areas of study make no difference if you can't use the math  etc, to understand science, the world, make predictons..... #ngsschat",2021-03-19T01:20:47.000Z,89859520,1372719668750860288,1372719172065628162,TweetDeck,FALSE,58503767
"A1 Centering #SciEd on the ""well-being of humanity &amp; the planet"" jumps out. I was describing in an @AcesseProject mtg today how I've come to appreciate that we won't get to social justice without multi-species justice. We have to shift human-nature relations in #SciEd. #NGSSchat",2021-03-19T01:20:39.000Z,184649645,1372719636647571457,1372719636647571457,TweetDeck,FALSE,NA
"@krademaker Science edu is not the lesser subject. It is one that involves all other disciplines. Science needs to be in every classroom, every day #NGSSChat",2021-03-19T01:20:29.000Z,3164721571,1372719594729844740,1372718539480690697,TweetDeck,FALSE,58503767
"The war against science when it's inconvenient. ""Alternative facts."" Somehow overcoming the scientific process being treated as a matter of opinion. #NGSSchat A2 https://t.co/BSTbPoWLNk",2021-03-19T01:20:23.000Z,2334242371,1372719568129564674,1372719568129564674,TweetDeck,FALSE,NA
A2 Heard an opinion today that people believing conspiracy theories and pseudoscience is less important than the fact that science is NOT believed.  #NGSSchat,2021-03-19T01:20:21.000Z,238766899,1372719561435414529,1372719561435414529,Twitter for iPhone,FALSE,NA
@bpenuel @cueducation Welcome Bill!  We are discussing The Call to Action Committee needs YOUR input- Please share… what is one of the biggest challenges facing science education in the next decade.. Why do you think so? #NGSSchat,2021-03-19T01:20:06.000Z,1449382200,1372719495400263683,1372719196975497217,TweetDeck,FALSE,239946682
A2: One of the biggest challenges is time in the elementary school day for students to engage in scientific sense making. Science is often seen as separate a separate subject even though it quite naturally integrates with all content areas. #ngsschat #kidsneedscience 🌎,2021-03-19T01:19:18.000Z,1376999610,1372719294769946625,1372719294769946625,Twitter for iPhone,FALSE,NA
@sbottasullivan Equity: gender and socio-economic need to be addressed. ALL Ss can be successful in science. The only barrier is the wall of inequity. #NGSSchat,2021-03-19T01:19:15.000Z,3164721571,1372719281662799872,1372718463957954562,TweetDeck,FALSE,862286744
"A2: I filled out a survey and here were the two big issues I highlighted.

1. Ensure all elementary school Ss receive several hours of high-quality science instruction each week.

2. Ensuring that all science Ts receive regular high-quality professional learning 
#ngsschat https://t.co/BoImE3njL4",2021-03-19T01:19:00.000Z,558971700,1372719219297648640,1372719219297648640,TweetDeck,FALSE,NA
"Joining late from the lands of the Arapaho, Cheyenne, and Ute, Bill Penuel of @cueducation  #NGSSchat",2021-03-19T01:18:55.000Z,239946682,1372719196975497217,1372719196975497217,Twitter Web App,FALSE,NA
"A2 Time, Science has been pushed to the back burner (along with social studies) to spend more time in other academic areas.  Time for planning, Time for implementation and prof learning. #NGSSChat",2021-03-19T01:18:49.000Z,58503767,1372719172065628162,1372719172065628162,TweetDeck,FALSE,NA
"A1 Opportunities in STEM fields, citizens, makes me wonder what is purpose of ""learning"" K-16? One, both, something else? Why don't we already have this? I need a #DQB? #ngsschat",2021-03-19T01:18:39.000Z,2718047144,1372719131993247750,1372719131993247750,TweetDeck,FALSE,NA
"Q2. There is a large push to incorporate computer science education in an already overburdened curriculum.  Integration is a smart move, however, how can it be integrated in an efficient manner? In a manner that challenges students in a positive manner? #NGSSchat",2021-03-19T01:17:55.000Z,339988789,1372718945422172165,1372718945422172165,Twitter Web App,FALSE,NA
A2 The biggest challenge facing Sci Edu is the next generation. Will Ss pursue #SciEdu The more we motivate &amp; inspire the Ss in our classes the easier the obstacle becomes #NGSSchat,2021-03-19T01:16:37.000Z,3164721571,1372718620229390338,1372718620229390338,TweetDeck,FALSE,NA
A1. It is very clear that science is important for ALL students yet so many especially ele students do not get science ed on a regular basis. How can we build capacity for science when not all have access? #NGSSchat,2021-03-19T01:16:18.000Z,58503767,1372718539480690697,1372718539480690697,TweetDeck,FALSE,NA
"A1 ""Equitable productive pathways"" this rings out loud &amp; clear. Everyone belongs is science &amp; STEM. Everyone needs to see themselves reflected as we move to meaningful action. And there is more than one way to get there.
#NGSSchat",2021-03-19T01:16:00.000Z,862286744,1372718463957954562,1372718463957954562,TweetDeck,FALSE,NA
@misterwoodward Welcome Josh!  I LOVE that inspiration-- beautiful! #NGSSchat,2021-03-19T01:15:51.000Z,1449382200,1372718427152998402,1372718061783027717,TweetDeck,FALSE,238766899
@TdiShelton @theNASEM ACTION #NGSSchat,2021-03-19T01:15:49.000Z,101503922,1372718419146125318,1372716434548215814,Twitter for iPhone,FALSE,1449382200
"""Science"" itself. Because it's challenged every day. ""Humanity and the planet."" Because that's all we've got. #NGSSchat A1 https://t.co/AGDVOG7oXI",2021-03-19T01:15:24.000Z,2334242371,1372718313579642880,1372718313579642880,TweetDeck,FALSE,NA
@JeremyDBond @sbottasullivan Welcome Jeremy! #NGSSchat,2021-03-19T01:14:53.000Z,1449382200,1372718185292701703,1372716993585946624,TweetDeck,FALSE,2334242371
"A1: The word productive stood out to me. I like it bc I want action, not just talk when it comes to transforming sci ed. However, productivity mindset can destroy work/life balance. I guess it depends how you interpret it. #ngsschat https://t.co/CYRdtDwzPf",2021-03-19T01:14:52.000Z,702894499652046848,1372718177432563715,1372718177432563715,Twitter for iPhone,FALSE,NA
"A1 ""engaged participants in society and their careers"" I think it's about using your voice and your vocation to meet and solve these global challenges. A call to recognize impact of science, technology and engineering.  #ngsschat",2021-03-19T01:14:44.000Z,40062074,1372718144310108163,1372718144310108163,Twitter for Android,FALSE,NA
"Josh, HS science teacher. My current inspiration is my son who is following the exploits of a local mourning dove pair. His excitement as he saw them mate, then build a nest, then lay single eggs two days apart.... Inspiration.  #NGSSchat",2021-03-19T01:14:24.000Z,238766899,1372718061783027717,1372718061783027717,Twitter for iPhone,FALSE,NA
Q2 The Call to Action Committee needs YOUR input- Please share… what is one of the biggest challenges facing science education in the next decade.. Why do you think so? #NGSSchat,2021-03-19T01:14:22.000Z,1449382200,1372718055323795458,1372718055323795458,TweetDeck,FALSE,NA
"Exactly!
#ngsschat https://t.co/9pQGrVUwF3",2021-03-19T01:14:13.000Z,558971700,1372718017042333697,1372718017042333697,TweetDeck,FALSE,NA
"@sbottasullivan Love the sound of that.
Parent here from the Hartford area. #NGSSchat",2021-03-19T01:13:34.000Z,2334242371,1372717853909135360,1372716993585946624,TweetDeck,FALSE,862286744
@sciresSoehl Same! A1 #ngsschat,2021-03-19T01:13:10.000Z,743895579588079616,1372717752159457283,1372717273778118656,Twitter for iPhone,FALSE,40062074
Q2 coming out #ngsschat,2021-03-19T01:13:05.000Z,3098068452,1372717732299427845,1372717732299427845,TweetDeck,FALSE,NA
"A1 
“...equitable, supportive pathways for all students...”

for ALL students means for ALL students 🌎
 #ngsschat",2021-03-19T01:12:10.000Z,1376999610,1372717499247173632,1372717499247173632,Twitter for iPhone,FALSE,NA
@susan_german Yes that call to action reminds me of the space race. #NGSSchat,2021-03-19T01:11:48.000Z,40062074,1372717409564569600,1372717119872319488,Twitter for Android,FALSE,339988789
@sbottasullivan Welcome Suzanne- love your inspiration! #NGSSchat,2021-03-19T01:11:40.000Z,1449382200,1372717375578107905,1372716993585946624,TweetDeck,FALSE,862286744
A1 Before any action can be taken an understanding of what science brings to the table needs to be understood. Science is the catalyst for change and innovation #NGSSchat https://t.co/KHbVw8vvQ3,2021-03-19T01:11:33.000Z,3164721571,1372717344921903109,1372717344921903109,TweetDeck,FALSE,NA
@TedWillard2061 Asking?about asking?about asking?....#NGSSchat,2021-03-19T01:11:33.000Z,101503922,1372717344892592128,1372716674680512514,Twitter for iPhone,FALSE,558971700
Preparing students to face global challenges #gulp no pressure on them or us! It’s definitely a clarion call. #ngsschat https://t.co/0PKn8HHJ0H,2021-03-19T01:11:18.000Z,2408612572,1372717279834742787,1372717279834742787,Twitter for iPhone,FALSE,NA
A1: standout for me as well #NGSSchat https://t.co/BIJVDIGFm4,2021-03-19T01:11:16.000Z,40062074,1372717273778118656,1372717273778118656,Twitter for Android,FALSE,NA
@krademaker Welcome Kristin! #NGSSchat,2021-03-19T01:11:13.000Z,1449382200,1372717260981297156,1372716784961396738,TweetDeck,FALSE,58503767
"Q1.  The phrase, ""Call to Action"" always gives me hope.  I do wish it could be, ""We have funds to back our Call to Action"", though.  #NGSSchat",2021-03-19T01:10:39.000Z,339988789,1372717119872319488,1372717119872319488,Twitter Web App,FALSE,NA
"A1 for the wellbeing of humanity and the planet, we need to understand science!! #ngsschat",2021-03-19T01:10:31.000Z,89859520,1372717086351503363,1372717086351503363,TweetDeck,FALSE,NA
#ngsschat Q1 all students to thrive and have opportunities,2021-03-19T01:10:13.000Z,123921643,1372717008740102147,1372717008740102147,Twitter Web App,FALSE,NA
"Suzanne rollin in a few min late, from southern CT. My current inspiration is everyone who's been keeping their head up &amp; being kind to each other while we shift to full open for the first time in a yr. 

#NGSSchat",2021-03-19T01:10:09.000Z,862286744,1372716993585946624,1372716993585946624,TweetDeck,FALSE,NA
"Hi Everyone, Kristin from Il here.  Sorry I'm late.   #NGSSChat",2021-03-19T01:09:20.000Z,58503767,1372716784961396738,1372716784961396738,TweetDeck,FALSE,NA
"** Major #NGSSchat News **

Starting in April, the 2nd chat each month (on the 3rd Thurs. of the Month) will focus on one of the Science &amp; Engineering Practices

We will be asking questions about Asking Questions on 4/15

I'm going to use it as an opportunity to re-read this book https://t.co/0TvzfJ5ITC",2021-03-19T01:08:53.000Z,558971700,1372716674680512514,1372716674680512514,TweetDeck,FALSE,NA
@bbarent Welcome Betsy! #NGSSchat,2021-03-19T01:08:31.000Z,1449382200,1372716580770086916,1372714762732195840,TweetDeck,FALSE,101503922
@JohnCasperOlson Welcome John! #NGSSchat,2021-03-19T01:08:15.000Z,1449382200,1372716515007602690,1372716087993843713,TweetDeck,FALSE,123921643
"Q1 Please read the attached pic detailing the @theNASEM Call to Action- What stands out or resonates most with you in this statement? (i.e phrase, keyword, idea) and WHY? #NGSSchat https://t.co/A6KFIHsArN",2021-03-19T01:07:56.000Z,1449382200,1372716434548215814,1372716434548215814,TweetDeck,FALSE,NA
"@TdiShelton Betsy Barent Lincoln, NE!!#NGSSChat",2021-03-19T01:07:20.000Z,101503922,1372716282831847428,1372714762732195840,Twitter for iPhone,FALSE,1449382200
"#ngsschat John Olson, Minnesota, Inspired by new spring phenomena",2021-03-19T01:06:33.000Z,123921643,1372716087993843713,1372716087993843713,Twitter Web App,FALSE,NA
Q1 coming soon #ngsschat,2021-03-19T01:06:17.000Z,3098068452,1372716017558884353,1372716017558884353,TweetDeck,FALSE,NA
My inspiration are my students and my own kids.  One group is always inspiring me to think bigger about what I can do for the other group!#ngsschat,2021-03-19T01:06:15.000Z,2408612572,1372716009858162688,1372715308008488962,Twitter for iPhone,FALSE,2408612572
"@SciJeanne Awesome, never seen in person. #ngsschat https://t.co/H12c8dY6cg",2021-03-19T01:05:29.000Z,89859520,1372715817461235712,1372715572119678979,TweetDeck,FALSE,702894499652046848
@VogelWendi Welcome Wendi! #NGSSchat,2021-03-19T01:05:26.000Z,1449382200,1372715806472220675,1372715664058814467,TweetDeck,FALSE,2718047144
@SciJeanne Hi Jeanne-- that sounds awesome! #NGSSchat,2021-03-19T01:05:11.000Z,1449382200,1372715744207732740,1372715572119678979,TweetDeck,FALSE,702894499652046848
"Been a while. Wendi Vogel, MI. Science Consultant. #ngsschat",2021-03-19T01:04:52.000Z,2718047144,1372715664058814467,1372715664058814467,TweetDeck,FALSE,NA
@JenniferFine5 Welcome Jennifer! #NGSSchat,2021-03-19T01:04:50.000Z,1449382200,1372715655745654787,1372715555489259522,TweetDeck,FALSE,1376999610
"Hi all, Jeanne from STL! I will tweet while I look for some tardigrades in a lichen sample from my backyard! 🤞#ngsschat https://t.co/k3h5OKwoxY",2021-03-19T01:04:30.000Z,702894499652046848,1372715572119678979,1372715572119678979,Twitter for iPhone,FALSE,NA
@meganrelmore Welcome Meg! #NGSSchat,2021-03-19T01:04:28.000Z,1449382200,1372715561986195458,1372715308008488962,TweetDeck,FALSE,2408612572
Hi there! Jennifer Fine from Raleigh NC. #NGSSchat,2021-03-19T01:04:26.000Z,1376999610,1372715555489259522,1372715555489259522,Twitter for iPhone,FALSE,NA
@TedWillard2061 Welcome Ted! #NGSSchat,2021-03-19T01:04:19.000Z,1449382200,1372715523012759553,1372715290883194881,TweetDeck,FALSE,558971700
@susan_german Welcome Susan!  I love that inspiration! #NGSSchat,2021-03-19T01:04:01.000Z,1449382200,1372715450358976515,1372715258855489537,TweetDeck,FALSE,339988789
@sciresSoehl So True!  Welcome Diana! #NGSSchat,2021-03-19T01:03:36.000Z,1449382200,1372715343043497989,1372715132799885313,TweetDeck,FALSE,40062074
My current inspiration is the young man I just spent 2 hrs with in night school. He is making an effort to change his habits to give himself more opportunity. #NGSSChat #MasteryChat,2021-03-19T01:03:34.000Z,3164721571,1372715334273208322,1372715334273208322,TweetDeck,FALSE,NA
👋Meg from Illinois-6th grade science #NGSSchat,2021-03-19T01:03:27.000Z,2408612572,1372715308008488962,1372715308008488962,Twitter for iPhone,FALSE,NA
"Hi there to all my #ngsschat friends.

Ted Willard here.
Coming to you from beautiful downtown Rockville, Maryland

Curriculum Developer by Day
3D Songster by Night
Standards Geek all the time.",2021-03-19T01:03:23.000Z,558971700,1372715290883194881,1372715290883194881,TweetDeck,FALSE,NA
"Hi there, Susan German checking in from Missouri.  My current inspiration is improving the integration of physical computing into my 8th-grade science classroom.  It has to make sense with what I am teaching.  #NGSSchat",2021-03-19T01:03:16.000Z,339988789,1372715258855489537,1372715258855489537,Twitter Web App,FALSE,NA
@BK3DSci Hi Brian!  Great to see you! #NGSSchat,2021-03-19T01:03:15.000Z,1449382200,1372715254245957636,1372714981985296385,TweetDeck,FALSE,3164721571
"Hi Diana joining from my daughter's bedroom as I try to #NGSSchat and read a bedtime book! I'm an NYC HS sci teacher soni should be able to multitask, this no problem! https://t.co/knI29v020a",2021-03-19T01:02:46.000Z,40062074,1372715132799885313,1372715132799885313,Twitter for Android,FALSE,NA
Hey #ngsschat &amp; @TdiShelton Brian from IL  Hope all of you are well. Looking forward to the next 40 min.,2021-03-19T01:02:10.000Z,3164721571,1372714981985296385,1372714981985296385,TweetDeck,FALSE,NA
"Please start by introducing yourselves…. Your name, location and a current inspiration!  #NGSSchat",2021-03-19T01:01:17.000Z,1449382200,1372714762732195840,1372714762732195840,Twitter Web App,FALSE,NA
Welcome to #NGSSchat We are excited to have one of our QUICK 4Q 40 minute chats tonight talking about the @theNASEM Call to Action for Science Education. https://t.co/nVMzPxByxs,2021-03-19T01:00:25.000Z,1449382200,1372714543726665732,1372714543726665732,Twitter Web App,FALSE,NA
Exploring color absorption and reflection. What do you notice? What do you wonder? What does it remind you of? #ngss #ngsschat #cangss https://t.co/AfzPgJtliW,2021-03-19T00:59:02.000Z,1555906686,1372714195301535744,1372714195301535744,Twitter for iPhone,FALSE,NA
"@kispride .... WHAT SCHOOL SHOULD BE: I love teaching at a school where admin and teachers go plant shopping after school and intentionally buy plants that support individual students’ sensory and inquiry needs.
@travispgriz @AnaAllen05 @megannandrews_  

 #NGSS  #K12 #STEAM https://t.co/zc5plv1ro5",2021-03-19T00:33:36.000Z,993774539866701824,1372707792260198404,1372707792260198404,Twitter for iPhone,FALSE,3354539593
#NGSSchat happening in 30 minutes-- March 18 at 9 PM EST-- talking the @theNASEM Call to Action for Science Education https://t.co/nVMzPxByxs #NSTA #equity #STEM,2021-03-19T00:32:18.000Z,1449382200,1372707466451025925,1372707466451025925,Twitter Web App,FALSE,NA
"Excited to be in conversation with @Doc_B_Brown @StanfordEd and teacher educators about our @Harvard_Ed_Pub book! Join us on April 2 to think about practice-based teacher preparation. @karenhammerness @smcdonald and Dr. Kirsten Mawyer
#NGSS #ScienceEd
https://t.co/Qve6mbjGu8",2021-03-18T23:35:06.000Z,1091005475116732420,1372693072853803008,1372693072853803008,Twitter Web App,FALSE,NA
"Wondering what you should consider when making instructional decisions in an #NGSS classroom as schools ""reopen?"" Consider the purpose of science education and follow our journey here https://t.co/EKHTdvFMbe

#NGSSchat #NSTA",2021-03-18T22:35:24.000Z,124315505,1372678048764600323,1372678048764600323,Twitter for Android,FALSE,NA
Hey #iteachscience! Share your best practices in #stemeducation and #space education in your classroom! Accepted presenters get FREE registration to our virtual conference AND FREEBIES! Application due 3/31/21 #NGSSChat #SCIED #SSEC21 APPLY NOW - https://t.co/Vnsfbl7UKS https://t.co/KjedMYOZNC,2021-03-18T22:35:03.000Z,1318275504097710080,1372677962311557120,1372677962311557120,Hootsuite Inc.,FALSE,NA
I’m excited to get started on writing the 1st grade science curriculum for DL/Hybrid quarter 4 all about plants!  Love the #NGSS and proud to be apart of the curriculum team! #1stGrade https://t.co/8DqyCsy3Hx,2021-03-18T22:27:48.000Z,16195616,1372676136950501376,1372676136950501376,Twitter for iPhone,FALSE,NA
New Science As a Lever for Language &amp; Literacy unit writing with @WilliamFranzell. Coming soon: The Secret Lives of Snails. Can’t wait to roll it out w/Mty. County educators! #LanguageAndLiteracy #NGSS #MCOETeamES https://t.co/LFIrjJWhTK,2021-03-18T22:25:07.000Z,267328941,1372675458551091204,1372675458551091204,Twitter for iPhone,FALSE,NA
"First 22 seconds - WHAT
?!?!? - @UConnNeag PST using it 2 develop a camouflage task (what is the function of the camouflage - what implications might a change in environment have on predator/prey) Octopus Camouflage https://t.co/vjCje3qqm7 via @YouTube #NGSS",2021-03-18T21:56:23.000Z,22293234,1372668227701063681,1372668227701063681,Twitter Web App,FALSE,NA
@stacythib @TICalculators @ngss Love to see this! Thank you for sharing with us!,2021-03-18T21:44:29.000Z,20822211,1372665233253220354,1372153876439252992,Twitter Web App,FALSE,451159977
"Join us! For a 4/2 Book talk for @DrDavidStroupe @karenhammerness @smcdonald new book ""Preparing Science Teacher Through Practice Based Teacher Ed."" They explore how teacher ed should shift to accomplish NGGSS teaching in schools #NGSS #ScienceEd

https://t.co/vcO8eaJnkX",2021-03-18T21:08:33.000Z,140971945,1372656191214551040,1372656191214551040,Twitter Web App,FALSE,NA
Love this real-world connection to the @SEPUP @LabAids #ngss Force and Motion unit. https://t.co/oa5v97L1wi,2021-03-18T21:06:27.000Z,254188567,1372655662421966856,1372655662421966856,Twitter Web App,FALSE,NA
"These materials include updated tools for students use while trying to figure out where to look for information on complex issues like the #COVID pandemic
#SSI #NGSS",2021-03-18T20:58:08.000Z,1947899756,1372653568637960195,1372653566477930503,Twitter Web App,FALSE,1947899756
I’m presenting a session on Google Earth creator tools- using the newish “project” feature. Does anyone have an assignment where students create their own “project” in Google Earth that I could share in a list of samples? Especially science? #wearecue #caedchat #ngsschat #cangss,2021-03-18T20:14:20.000Z,48185287,1372642546166370306,1372642546166370306,Tweetbot for Mac,FALSE,NA
From #observationaldrawings to three-dimensional modeling! We constructed models of ladybugs in order to help us learn about the parts of an insect. #NGSS #models #inquiry #UelfMaker https://t.co/JlVfst1Wvo,2021-03-18T20:12:46.000Z,742856397310697478,1372642152061145090,1369379604650225669,Twitter Web App,FALSE,742856397310697478
MARK YOUR CALENDARS! KSDE Science &amp; @KUPhysicsAstro are spending time this summer with Physics storylines!  July 19-22 on Zoom - with hands on materials (other states may apply) REGISTER AT: https://t.co/4XTTTGVMXm @KATSorg #KSSci #NGSSChat https://t.co/pLh7FcoOJH,2021-03-18T20:06:00.000Z,1708601203,1372640449488424961,1372640449488424961,TweetDeck,FALSE,NA
"@dtcampbe as the paper I discuss so often at the moment mentions, ""relatively little literature relates to the broader politics and policy conditions surrounding the development of and support for the NGSS and key state and national figures involved in this study.""",2021-03-18T19:04:46.000Z,10950512,1372625039795781634,1372606528314777601,Twitter Web App,FALSE,22293234
"Is there anything for the CCSS akin to what NSTA's ""About the NGSS"" page is for that set of curricular standards - a source of information on a) which states adopted the CCSS whole-cloth and b) which developed their standards based upon the CCSS?

https://t.co/6HN8Bk1fNg",2021-03-18T19:03:54.000Z,10950512,1372624820525920259,1372624820525920259,Twitter Web App,FALSE,NA
"#NGSS goal (HS-ESS2-6) for Ss quantitative modeling of global carbon cycling is important, yet challenging. Our research-based units, culminating in Human Energy Systems, scaffold Ss in developing model-based, pool-and-flux reasoning. https://t.co/D1r690Wefn https://t.co/UsYWmLpnlQ",2021-03-18T18:55:42.000Z,442871993,1372622759843528707,1372622759843528707,Twitter Web App,FALSE,NA
"Please join us for #NGSSchat happening tonight Thursday, March 18 at 9 PM EST taking the @theNASEM Science Call To Action https://t.co/nVMzPxByxs  @NSTA #NSTA #NGSS #Sci4allSs https://t.co/mBIvPUs58w",2021-03-18T18:40:21.000Z,1449382200,1372618897141207043,1372618897141207043,Twitter Web App,FALSE,NA
Family bonding is the perfect time to try textbook-free science experiments with your children. Enjoy quality family time &amp; mini projects. Access our kid-approved approach thats aligned with #NGSS standards from the comfort of your home: https://t.co/kOXTV2iXKW. #learningisfun https://t.co/8fMOEPgVLP,2021-03-18T18:30:04.000Z,184683496,1372616310094450695,1372616310094450695,socialbu.com,FALSE,NA
So cool to have Officer Julian from @TroyMI_Police in class @LarsonMS 👏 TY for being an AMAZING resource to help Ss explain the phenomenon in our Force &amp; Motion unit. The connections you made will serve them well in the future! 🚗 TY @joedudaLMS for asking ?’s from our DQB #NGSS https://t.co/g2DsFSvD0w,2021-03-18T18:29:51.000Z,1045688804609331200,1372616253400096769,1372616253400096769,Twitter for iPhone,FALSE,NA
Kinders @Santiago_STEAM are working hard on their designs for a model of a tool or device that can help save or conserve a natural resource. Big ideas in these little minds! #kinderscansavetheplanet #NGSS #distancelearning @paisleylisa @ocdestem https://t.co/w1iRngA0ub,2021-03-18T18:26:47.000Z,832479235,1372615481899675648,1372615481899675648,Twitter for iPhone,FALSE,NA
"@dtcampbe are you familiar with any work on how NGSS developers/advocates worked with the aim of allowing states to adopt standards based on the NGSS (but, with their own name, i.e., the TN Academic Standards for Science, which are based primarily on the NGSS) #NGSSchat",2021-03-18T17:51:12.000Z,10950512,1372606528314777601,1372606528314777601,Twitter Web App,FALSE,22293234
"Phenomena-based learning taps into a students' natural desire to make sense of what they observe around them. Take a look at our #ResourceRoundup of #NGSS #Phenomena-based lesson plans.

https://t.co/JD0bHnnvsE

#agclassroom #agliteracy #scienceteacher https://t.co/8cxuieE6iR",2021-03-18T17:42:02.000Z,346818681,1372604218687782914,1372604218687782914,Canva,FALSE,NA
"""By providing realistic situations to students, they can see themselves as scientists."" https://t.co/exRGDtFUVe https://t.co/jwop2rDhgx",2021-03-18T17:36:12.000Z,1047552416676081664,1372602753789349894,1372602753789349894,Powered by Sprinklr,FALSE,NA
We are honored that Tech &amp; Learning’s judges have deemed STEMscopes to be a standout product for supporting effective teaching and learning practices throughout the pandemic. We look forward to continuing our work to help educators teach STEM with... https://t.co/vqv3s5o2pR,2021-03-18T17:19:40.000Z,50838406,1372598590661615622,1372598590661615622,Twitter for iPhone,FALSE,NA
"Power up your kids lives with fun interactive live and on-demand #STEM classes where they can socialize, move and build. Access our kid-approved approach aligned with #NGSS standards from the comfort of your home: https://t.co/kOXTV2iXKW. #moms #kidsactivities #earlylearning https://t.co/KepKi749S7",2021-03-18T17:00:11.000Z,184683496,1372593687541190661,1372593687541190661,socialbu.com,FALSE,NA
Meet our founders! Want to learn more and meet the rest of our impressive team? Go to https://t.co/hWGYhMyGLr! (While you’re there- make a FREE account to try out our labs!) #edtech #ngss #education https://t.co/sgLPL0aEgh,2021-03-18T16:40:47.000Z,3097084436,1372588804683489281,1372588804683489281,Twitter for iPhone,FALSE,NA
Check out my recent interview with Vernier on 5 tips for using the USI FA probes and formative assessment techniques in science classrooms: https://t.co/6bYu2LJ9lX  #NSTA #NSTA21 #formativeassessment  #NGSS #teaching #SciEd @VernierST @dylanwiliam,2021-03-18T16:35:40.000Z,257762014,1372587519532007427,1372587519532007427,Twitter Web App,FALSE,NA
RT @STEMscopesMath: Congratulations to STEMscopes Science for receiving their Tech &amp; Learning Award of Excellence. Proud of your hard work. Via @BusinessWire https://t.co/S9FOoZqrRL https://t.co/mVdFFWHswa,2021-03-18T16:20:00.000Z,825388247975133186,1372583577406291975,1372583577406291975,Buffer,FALSE,NA
"Congratulations to STEMscopes Science for receiving their Tech &amp; Learning Award of Excellence. Proud of your hard work. Via @BusinessWire
https://t.co/c79XmutVAK https://t.co/62TrtkiIav",2021-03-18T16:04:26.000Z,1143553238693752833,1372579659318185985,1372579659318185985,HubSpot,FALSE,NA
"New NGSS standards and the disbelief/distrust in Science, #STEM teachers you can help! A must read
""These experiences in school science sometimes give students the unrealistic perspective of science as a set of facts rather than a dynamic human endeavor. ""
https://t.co/xNpHlaJOy3",2021-03-18T15:45:41.000Z,13887282,1372574940382162951,1372574940382162951,Twitter Web App,FALSE,NA
#NSTAchat Don't miss the upcoming events this spring!  #NSTA @NSTA #NSTA21 #edchat #STEM #NGSSchat https://t.co/pyeDpVjarm,2021-03-18T14:58:42.000Z,123600784,1372563117486530573,1372563117486530573,TweetDeck,FALSE,NA
@ACHOSinfo @Dora_Kastel @LenoraMCrabtree Lol that's one way to look at it! Maybe some NGSS principles like respecting prior knowledge apply to adults too 😉,2021-03-18T14:11:24.000Z,2835401953,1372551212092911619,1371563969534701575,Twitter for Android,FALSE,1161851063483260929
New blog post! We took a deep dive into the NGSS practice of developing and using models at all age levels with free PopEd lesson plans to help explore modeling in your classroom. https://t.co/R6yGjDQw4k #PopEdTheme #PopEdUsingModels,2021-03-18T14:11:12.000Z,2647865652,1372551162528997381,1372551162528997381,HubSpot,FALSE,NA
"The moon passed between Nasa's Deep Space Climate Observatory and the Earth, allowing the satellite to capture this rare image of the moon's far side in full sunlight. Real or fake?!? How could students back up their choice with a scientific model?? #ngsschat #ngss https://t.co/ZEVQTn8CZP",2021-03-18T13:54:14.000Z,794608033582247936,1372546892517752837,1372546892517752837,Twitter for iPhone,FALSE,NA
"Now students across *Missouri* are experiencing #mySci, w/ revised storylines that incorporate agriculture. Pizza farms, saving native bees, crop pest sol'ns...&amp; we're *digging* into earth sci this year w/ soil, garden planning, &amp; more! #MOsci #ngsschat https://t.co/XOClPjE2le",2021-03-18T13:46:36.000Z,702894499652046848,1372544969567830024,1372544969567830024,Twitter Web App,FALSE,NA
